Date,Article Title,Opperative,City/Town,State/Provence,Country,Reference,WB?,Affected,Duration,Infrastructure,Holiday,Fire / Death / Notes,Species,Alt URL
2017-10-20,Late for work? Blame it on the squirrel,Squirrel,Auburn,CA,United States,http://www.auburnjournal.com/article/10/20/17/late-work-blame-it-squirrel,Y,3650,-,traffic lights,,,,
2017-10-19,Nest may have sparked outage in Peshastin,Bird,Peshastin,WA,United States,http://www.kpq.com/nest-may-sparked-outage-peshastin/,Y,-,-,,,,bird nest,
2017-10-19,A crow was blamed for a blackout,Animal,Hobart,TM,OCE,http://www.news.com.au/national/tasmania/power-outages-hit-hobart-suburbs/news-story/2b12c6888ca74689dbfd636f6e3d65e3,N,1390,0,,,,,
2017-10-19,GRAND ISLAND BLAMES SQUIRREL FOR POWER OUTAGE,Squirrel,Grand Island,NE,United States,http://krvn.com/regional-news/grand-island-blames-squirrel-for-power-outage/,Y,800,-,,,,,
2017-10-18,"Animal blamed for power outage in Auburn, Oxford",unknown,Oxford,MA,United States,http://www.telegram.com/news/20171018/animal-blamed-for-power-outage-in-auburn-oxford,Y,500,-,traffic lights,,,,
2017-10-17,An opossum was blamed for causing an outage,Animal,Omaha,NE,USA,http://www.omaha.com/news/education/no-school-at-elkhorn-high-today-after-opossum-causes-power/article_3db983ac-b35a-11e7-a282-d7378f09a903.html,N,0,0,,,,,
2017-10-16,The circuit outage on Campbell Lane was caused by a bird. Power has been restored to all customers.,Bird,Bowling Green,KY,United States,https://twitter.com/BGMU/status/919947624161202176,Y,-,-,,,,,
2017-10-15,Transformer catches fire in Danbury,Squirrel,Danbury,CT,United States,https://patch.com/connecticut/southbury/s/g9777/squirrel-sparks-fire-danbury-report,Y,-,-,,,fire,,http://www.newstimes.com/local/article/Transformer-catches-fire-in-Danbury-12279333.php
2017-10-13,Bird provides power failure,Bird,Aitrach,,Germany,"http://www.schwaebische.de/region_artikel,-Vogel-sorgt-fuer-Stromausfall-_arid,10752327_toid,385.html",Y,-,-,,,,,
2017-10-13,Squirrel causes temporary power outage,Squirrel,Grand Island,NE,United States,http://www.theindependent.com/news/local/squirrel-causes-temporary-power-outage/article_79392992-b04d-11e7-8fc4-4f7dffb82d08.html?utm_content=buffer33d94&utm_medium=social&utm_source=twitter.com&utm_campaign=buffer,B,-,20,,,,,
2017-10-13,UPDATE: Power restored to Northwest Roanoke,Squirrel,Roanoke,VA,United States,https://www.wsls.com/news/virginia/roanoke/thousands-without-power-in-northwest-roanoke,Y,1800,-,,,,,
2017-10-13,Squirrel causes power outage that leaves 2 elementary schools in dark,Squirrel,Janesville,WI,United States,http://www.channel3000.com/news/squirrel-causes-power-outage-that-leaves-2-elementary-schools-in-dark/637191407,Y,1600,-,school,,,,
2017-10-10,The outage was caused by a squirrel. Looks like power was restored by 8:10 a.m.,Squirrel,Nashville,TN,United States,https://twitter.com/NESpower/status/917746330537259008,Y,-,-,,,,,
2017-10-10,A bird electrocutes and causes a short circuit ,Bird,Beresford,NB,Canada,https://www.acadienouvelle.com/actualites/2017/10/10/oiseau-selectrocute-cause-court-circuit/,Y,2120,-,,,,,
2017-10-09,We had an outage in that area caused by an animal at the pole. Outage reported at 11:03 and all customers restored at 12:15.,Squirrel,Eugene,OR,United States,https://twitter.com/EWEButility/status/917474062183444480,Y,-,72,,,,,
2017-10-09,Outage in your area was caused by a bird coming in contact w/ equipment.,Bird,Springfield,OH,United States,https://twitter.com/ohioedison/status/917389194137358339,Y,-,-,,,,,
2017-10-08,The outage was caused by an animal making contact with electrical equipment.,unknown,Huntsville,AL,United States,https://twitter.com/HSVUtilities/status/917069974841155585,Y,-,-,,,,,
2017-10-08,Starlings perching in between two relays cut power,Animal,Winfield,KS,USA,http://www.ctnewsonline.com/news/article_c5df1e86-ad56-11e7-99f6-8b7aba191f16.html,N,0,0,,,,,
2017-10-07,A squirrel was the reason that folks were out for onset an hour in Lunenburg,Squirrel,Lunenburg,MA,United States,https://twitter.com/Unitil/status/916592136484769792,Y,-,-,,,,,
2017-10-07,Chennai metro rail halts for four hours due to bird-hit outage,Bird,Arumbakkam,Chennai,India,https://timesofindia.indiatimes.com/city/chennai/chennai-metro-rail-halts-for-four-hours-due-to-bird-hit-outage/articleshow/60979898.cms?from=mdr,Y,-,-,train,,,,
2017-10-06,FYI: Substation 42 is down. Nearly 11K customers affected. Crews investigating cause. Call 544-6500 to report your outage.,Squirrel,Memphis,TN,United States,https://twitter.com/mlgw/status/916337116182929410,Y,-,-,,,,,http://www.wmcactionnews5.com/story/36537317/classes-canceled-at-uofm-for-power-outage
2017-10-06,Stromausfall Marder lässt im Chemiepark Leuna Lichter ausgehen,Marten,Leuna,,Germany,http://www.mz-web.de/saalekreis/stromausfall-marder-laesst-im-chemiepark-leuna-lichter-ausgehen-28540722,Y,-,45,,,,,
2017-10-05,Consumers: Bird to blame for outage in NE Grand Rapids,Bird,Grand Rapids,MI,United States,http://woodtv.com/2017/10/05/consumers-animal-to-blame-for-outage-in-ne-grand-rapids/,Y,2717,180,,,,,http://fox17online.com/2017/10/05/power-outage-in-ne-grand-rapids-plainfield-twp/
2017-10-04,Mainfranken: Marder provides power failure,Marten, Giebelstadt,,Germany,http://www.radiogong.com/news/regionalnews-aus-mainfranken.html?content=giebelstadt-nacht-mittwoch-donnerstag&singleID=53252,Y,-,-,,,,,
2017-10-03,Fishers cause a power failure,Bird,Bütschwil-Ganterschwil,,Switzerland,http://www.fm1today.ch/fischreiher-loest-stromausfall-aus/600276,Y,-,-,,,,Grey Heron,http://likemag.com/de/ein-fischreiher-loest-stromausfall-in-st-galler-gemeinden-aus/632492
2017-10-03,Official: Hawk causes brush fire on Semple Farm Road in Hampton,Bird,Hampton,VA,United States,http://www.dailypress.com/news/hampton/dp-nws-hampton-semple-farm-fire-20171002-story.html,Y,-,-,,,fire,Hawk,
2017-10-02,Electric officials: Power restored after squirrel causes substation fire in Buncombe Co.,Squirrel,Buncombe,NC,United States,http://www.foxcarolina.com/story/36504972/officials,Y,-,-,,,fire,,
2017-10-02,"Hi Mike, the cause of the outage in #StCath this morning was animal contact with our equipment. ",unknwon,Niagra,ON,Canada,https://twitter.com/alectra_HamStC/status/915224464719302658,Y,108,-,,,,,
2017-10-01,"Hi there, it looks like the outage was caused by a bird contacting our lines.",Bird,Squamish,BC,Canada,https://twitter.com/bchydro/status/915017257218138113,Y,-,-,,,,,
2017-10-01,Big bird briefly downs power line Sunday,Bird,Wrangell,AK,United States,http://www.wrangellsentinel.com/story/2017/10/05/news/big-bird-briefly-downs-power-line-sunday/5302.html,Y,-,-,,,,,
2017-10-01,A rogue animal is believed to have caused a large outage,Animal,Townsville,QL,OCE,https://www.google.com/url?rct=j&sa=t&url=http://www.couriermail.com.au/news/queensland/brisbane-power-outage-minutes-into-nrl-grand-final/news-story/2cd12a32414148f2a33bb53f4247fc1a&ct=ga&cd=CAEYAioTMTkwNDMyMjY1MTgyMTkxOTM0NDIaOTQ1MWFiNzFlODNjYTU1ZTpjb20,N,2000,0,,,,,
2017-09-30,Hi Anne - the outage was caused by a bird interference.,Bird,Canning,NS,Canada,https://twitter.com/nspowerinc/status/914133974489997314,Y,-,-,,,,,
2017-09-28,UPDATE: Squirrels Disable Salina Stoplight,Squirrel,Salina,KS,United States,http://www.ksal.com/traffic-signals-damaged-by-wildlife/,Y,-,-,traffic lights,,,,
2017-09-28,"Squirrels nest may be to blame for car fire near 'Corn Wagon,' police say",Squirrel,Pequea Township,MO,United States,http://www.wgal.com/article/teen-excels-on-3-high-school-teams-despite-being-legally-blind/12477662,Y,-,-,,,,,
2017-09-28,"Power outage in Harrisburg, Junction City area caused by bird",Bird,Harrisburg,OR,United States,http://kval.com/news/local/thousands-without-power-in-harrisburg-junction-city-area,Y,5000,-,,,,Starling,
2017-09-28, A squirrel made its way into the station's equipment.,Squirrel,Canton,OH,United States,http://www.cantonrep.com/news/20170928/update-squirrel-causes-power-outage-in-n-canton-area,Y,4200,90,,,,,https://twitter.com/AEPOhio/status/913480689399582720
2017-09-27,"National Grid outage includes Oriskany, Westmoreland schools",Unknown,Westmoreland,NY,United States,http://romesentinel.com/county/national-grid-outage-includes-oriskany-westmoreland-schools/QBqqiA!ThQ0zumhmaP0iqa7WYJXnw/,Y,-,120,school,,,,
2017-09-26,The electrical outage in the northeast today was caused by a squirrel at the substation.,Squirrel,Miami,OK,United States,https://twitter.com/miamiokla/status/912776361957306370,Y,-,-,,,,,
2017-09-26,Squirrel Starts Brush Fire in Taney County,Squirrel,Forsyth,MO,United States,http://www.ozarksfirst.com/news/squirrel-starts-brush-fire-in-taney-county/819111652,Y,-,-,,,,,
2017-09-26,we have found a dead squirrel that started canal bank on fire over on john adams . ,Squirrel,Idaho Falls,ID,United States,https://www.eastidahonews.com/2017/09/squirrel-causes-brush-fire-power-outage-in-idaho-falls/,Y,30,-,,,fire,,https://www.facebook.com/IdahoFallsPower/posts/10155021370754157
2017-09-24,UPDATE: Power outages down to less than 10 in Oneida County,unknown,Rome,NY,United States,http://www.uticaod.com/news/20170924/update-power-outages-down-to-less-than-10-in-oneida-county,Y,4000,-,,,,,
2017-09-24,"Squirrel leaves 2,000 without power",Squirrel,Hanover,PA,United States,http://www.pennlive.com/news/2017/09/squirrel_hanover_power.html,Y,1960,-,,,,,
2017-09-22,Squirrel Causes Power Outage in Mayfield,Squirrel,Mayfield,KY,United States,http://www.westkentuckystar.com/News/Local-Regional/Western-Kentucky/Squirrel-Causes-Power-Outage-in-Mayfield.aspx?feed=News&utm_source=dlvr.it&utm_medium=twitter,Y,-,-,,,,,
2017-09-22,Dominion: Friday night power outage caused by squirrel,Squirrel,Rose Hill,VA,United States,http://coveringthecorridor.com/2017/09/dominion-friday-night-power-outage-caused-squirrel/,Y,,-,,,,,
2017-09-21,Canfield outage caused by wildlife,Bird,Canfield,OH,United States,http://www.vindy.com/news/2017/sep/21/metrosflbdigest/,Y,-,-,,,,,
2017-09-21,"Squirrel causes over 1,500 power outages in Meriden this morning",Squirrel,Meriden,CT,United States,http://www.myrecordjournal.com/news/meriden/meridennews/10894733-154/squirrel-causes-over-1500-power-outages-in-meriden-this-morning.html,Y,1532,-,,,,,
2017-09-20,Nine Elephants in Botswana Are Electrocuted by Power Line,Elephant,Dukwi,,Botswana,https://www.nytimes.com/2017/09/21/world/africa/elephants-botswana-electrocuted.html,Y,-,-,,,,,
2017-09-20,Blame a squirrel for west Wichita power outages,Squirrel,Witchita,KS,United States,http://www.kansas.com/news/local/article174485936.html,Y,2200,,,,,,
2017-09-19,Power Outage Temporarily Affects CWU,Bird,Ellensburg,WA,United States,http://www.cwu.edu/power-outage-temporarily-affects-cwu,Y,-,-,University,,,,
2017-09-18,Raccoon provides power failure,Raccoon,Burghammer,,Germany,http://www.lausitznews.de/pressebericht_19113.html,Y,-,-,,,,,
2017-09-18,Should be back on now. Squirrel got in the substation.,Squirrel,Midwest City,OK,United States,https://twitter.com/OGandE/status/909804645392011264,Y,1002,-,,,,,
2017-09-17,"Crews are responding to 2,000+ out in Williamson County. A squirrel was the cause, as we hope to have power restored soon.",Squirrel,Fairview,TN,United States,https://twitter.com/MidTnElectric/status/909531121607692288,Y,2000,-,,,,,
2017-09-16,"Bird knocks out power for nearly 4,000 people in Horizon City",Bird,Horizon City,TX,United States,http://kfoxtv.com/news/local/bird-knocks-out-power-for-nearly-4000-people-in-horizon-city,Y,3867,59,,,,,
2017-09-16,AUDE: A FIRE AND A POWER OUTAGE CAUSED BY… A SQUIRREL,Squirrel,Villemoustaussou,Aude,France,https://stopru.org/aude-a-fire-and-a-power-outage-caused-by-a-squirrel/19964,Y,50,-,,,fire,,
2017-09-15,338 est customers without power in Santa Claus due to squirrel. No ETR at this time.  Crews on site.,Squirrel,Santa Claus,IN,United States,https://twitter.com/VectrenStorm/status/908775961725894656,Y,338,-,,,,,
2017-09-14,Outage near Slaughter Ave ETR 7:45. Squirrel on powerbank blew several fuses. ,Squirrel,Evansville,IN,United States,https://twitter.com/VectrenStorm/status/908487421859418112,Y,111,-,,,,,
2017-09-13,Man Rescues Injured Bald Eagle Shocked By A Power Line,Bird,Carmi,IL,United States,http://www.tristatehomepage.com/news/local-news/man-rescues-injured-bald-eagle-from-power-line/810666662,Y,-,-,,,,Bald Eagle,
2017-09-13,Train failure due to a crow,Bird,Bern,,Switzerland,https://www.bernerzeitung.ch/region/bern/Zugausfaelle-wegen-einer-Kraehe/story/13460611,Y,-,-,train,,,Crow,
2017-09-13,"Raccoon eats electricity, causes outage for 650, dies",Raccoon,Kirksville,MO,United States,http://www.kirksvilledailyexpress.com/news/20170913/raccoon-eats-electricity-causes-outage-for-650-dies,Y,656,240,,,,,
2017-09-12,Worms cause a power failure,Slug,Pfronten-Weißbach,,Germany,https://www.kreisbote.de/lokales/fuessen/tiere-krechen-verteilerkasten-loesen-kurzschluss-8676111.html,Y,-,-,,,fire,,
2017-09-12,"Squirrel blamed for knocking out power to more than 4,000 customers.",Squirrel,North Canton,OH,United States,http://www.cantonrep.com/news/20170912/power-restored-for-nearly-all-customers-in-north-canton,Y,4300,143,school,,,,
2017-09-10,Squirrel vs. meter box; squirrel loses on Sunday,Squirrel,Island Park,ID,United States,https://www.rexburgstandardjournal.com/news/squirrel-vs-meter-box-squirrel-loses-on-sunday/article_59d9426c-9a4f-11e7-aaf5-832231427411.html,Y,-,-,,,,,http://www.kpvi.com/news/political/squirrel-vs-meter-box-squirrel-loses-in-island-park-on/article_8063de16-f497-5795-bb04-5819103dd0bf.html
2017-09-10,Raccoon cuts power,Raccoon,Sarnia,ON,Canada,http://www.theobserver.ca/2017/09/10/raccoon-cuts-power,B,2500,270,,,,,
2017-09-10,"Power outage at 7:31 AM for 39 min, caused by squirrel",Squirrel,Moorehead,MN,United States,https://twitter.com/mpsutility/status/906876690697203712,Y,39,87,,,,,
2017-09-10,Downtown power outage knocks out traffic signal,unknown,Ferndale,WA,United States,https://www.discoverferndale.com/downtown-power-outage-knocks-traffic-signal_69167/,Y,6,-,traffic lights,,,,
2017-09-08,"Morning 4: Moline power outage, school checks issued, Big Fat Greek festival, Tractor Parade & Show",Squirrel,Moline,IL,United States,http://www.ourquadcities.com/news/morning-4-moline-power-outage-school-checks-issued-big-fat-greek-festival-tractor-parade-show/806885185,Y,-,,,,,,
2017-09-07,UPDATE: Schools announce student pick up arrangements due to Ellsworth power outage,unknown,Ellsworth,WI,United States,http://www.riverfallsjournal.com/news/region/4324040-update-schools-announce-student-pick-arrangements-due-ellsworth-power-outage,Y,1381,-,,,,,http://www.rivertowns.net/news/region/4324040-update-schools-announce-student-pick-arrangements-due-ellsworth-power-outage
2017-09-07,PHOTO: Squirrel knocks out power in Statesville,Squirrel,Statesville,NC,United States,http://www.statesville.com/news/photo-squirrel-knocks-out-power-in-statesville/article_2d3c3760-9409-11e7-947c-abda264e02eb.html,B,400,30,,,,,
2017-09-06,Faversham: Daredevil cat saved by power engineers after getting stranded on 30ft pole,Cat,Faversham,,United Kingdom,http://www.kentonline.co.uk/faversham/news/daredevil-tightrope-cat-saved-131700/,Y,-,-,,,,,
2017-09-06,"Hi there, it was caused by a bird contacting our wires.",Bird,Kamloops,BC,Canada,https://twitter.com/bchydro/status/905446334374793216,Y,3659,-,,,,,
2017-09-06,Raccoon on a regulator in substation caused outage.,Raccoon,Evansville,IN,United States,https://twitter.com/VectrenStorm/status/905370862668394501,Y,476,-,,,,,
2017-09-05,Squirrel causes grass fire in 100 Mile House,Squirrel,100 Mile House,BC,Canada,https://www.mapleridgenews.com/buzz/squirrel-causes-grass-fire-in-100-mile-house/,Y,-,-,,,fire,,
2017-09-05,Florida cop calmly captures 5-foot rattlesnake at power plant,Snake,Lakeland,FL,United States,http://www.foxnews.com/us/2017/09/05/florida-cop-calmly-captures-5-foot-rattlesnake-at-power-plant.html,Y,-,-,,,,rattlesnake,
2017-09-05,"SQUIRREL SHORTS TRANSFORMER; CAR HITS POLE, ANOTHER SUNKEN",Squirrel,Franklin,LA,United States,https://www.stmarynow.com/news/squirrel-shorts-transformer-car-hits-pole-another-sunken,Y,-,-,,,fire,,
2017-09-05,Updated: Squirrel knocks power out in downtown Enid,Squirrel,Enid,OK,United States,http://www.enidnews.com/news/updated-squirrel-knocks-power-out-in-downtown-enid/article_b6a926fe-9268-11e7-a869-b314bc680802.html,B,1287,75,,,,,
2017-09-04,FOREST DEPT’S NOTICE TO POWER FIRM AFTER ONE MORE BIRD ELECTROCUTED,Bird,Jakhau,,India,http://ahmedabadmirror.indiatimes.com/ahmedabad/others/forest-depts-notice-to-power-firm-after-one-more-bird-electrocuted/articleshow/60368442.cms,Y,-,-,,,,Great Indian Bustard,
2017-09-02,A snake was identified as the cause of the Williamson County outage. Crews are hoping to have pwr restored soon,Snake,Williamson,TN,United States,https://twitter.com/MidTnElectric/status/904067855142064128,Y,-,-,,,,,
2017-08-31,Bird nest catches fire underneath roof of house,Bird,Leavening,North Yorkshire,England,https://www.minsterfm.com/news/local/2368115/bird-nest-catches-fire-underneath-roof-of-house/,Y,1,-,,,,bird nest,
2017-08-29,SERVICE RESTORED - NE Madison County. The outage was caused by a equipment failure following a squirrel intrusion.,Squirrel,Madison,AL,United States,https://twitter.com/HSVUtilities/status/902337741639356416,Y,-,-,,,,,
2017-08-29,Squirrel to blame for outage that left thousands without power,Squirrel,New Haven,IN,United States,http://wane.com/2017/08/29/more-than-4500-without-power-in-allen-county/,Y,4200,-,,,,,
2017-08-28,Monday morning power outage caused by birds in an Auburn substation,Bird,Auburn,KY,United States,http://www.wbko.com/content/news/Monday-morning-power-outage-caused-by-birds-in-an-Auburn-substation-437761553.html,Y,-,-,,,,,
2017-08-28,UPDATE 7:40 am: Power should be back on for all customers. Outage was caused by squirrel,Squirrel,Springfield,IL,United States,https://twitter.com/CWLP_/status/902149622126317568,Y,-,-,,,,,
2017-08-28,Owl disrupts Avon and Somerset police's phone system,Bird,Portishead,Somerset,England,http://www.bbc.com/news/uk-england-bristol-41072875,Y,-,-,,,fire,Owl,
2017-08-27,Bird causes power outage in Penticton,Bird,Penticton,BC,Canada,https://www.pentictonwesternnews.com/news/bird-causes-power-outage-in-penticton/,Y,-,-,,,fire,,
